Question Number,Subject,Chapter,Image Path
99,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_93.png
100,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_94.png
105,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_101.png
106,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_102.png
107,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_103.png
113,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_108.png
114,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_110.png
115,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_111.png
120,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_116.png
121,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_117.png
122,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_118.png
128,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_123.png
129,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_124.png
130,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_125.png
131,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_126.png
135,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_132.png
136,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_133.png
141,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_137.png
142,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_138.png
143,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_139.png
148,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_144.png
149,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_145.png
150,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_146.png
155,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_151.png
156,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_152.png
157,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_153.png
162,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_158.png
163,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_159.png
164,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_160.png
167,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_165.png
170,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_168.png
174,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_171.png
175,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_172.png
181,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_176.png
182,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_177.png
183,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_178.png
184,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_179.png
190,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_185.png
191,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_186.png
192,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_187.png
193,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_188.png
198,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_194.png
199,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_196.png
202,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_200.png
207,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_203.png
208,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_204.png
209,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_205.png
214,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_210.png
215,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_211.png
216,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_212.png
221,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_217.png
222,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_218.png
223,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_219.png
227,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_224.png
228,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_225.png
232,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_229.png
233,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_230.png
238,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_234.png
239,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_235.png
240,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_236.png
245,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_241.png
246,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_242.png
247,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_243.png
252,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_248.png
253,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_249.png
254,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_250.png
258,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_255.png
259,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_256.png
260,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_260.png
271,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_261.png
272,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_262.png
273,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_263.png
274,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_264.png
275,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_265.png
276,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_266.png
277,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_267.png
278,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_268.png
279,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_269.png
288,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_280.png
289,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_281.png
290,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_282.png
291,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_283.png
292,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_284.png
293,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_285.png
294,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_286.png
302,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_295.png
303,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_296.png
304,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_297.png
305,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_298.png
306,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_299.png
307,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_300.png
316,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_308.png
317,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_309.png
318,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_310.png
319,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_311.png
320,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_312.png
321,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_313.png
322,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_314.png
329,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_323.png
330,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_324.png
331,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_325.png
339,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_332.png
340,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_333.png
341,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_334.png
342,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_335.png
343,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_336.png
344,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_337.png
351,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_345.png
352,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_346.png
353,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_347.png
354,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_348.png
355,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_349.png
362,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_356.png
363,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_357.png
364,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_358.png
365,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_359.png
366,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_360.png
374,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_367.png
375,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_368.png
376,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_369.png
377,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_370.png
378,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_371.png
379,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_372.png
385,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_380.png
386,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_381.png
387,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_382.png
388,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_383.png
395,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_389.png
396,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_390.png
397,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_391.png
398,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_392.png
399,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_393.png
403,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_400.png
404,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_401.png
410,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_405.png
411,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_406.png
412,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_407.png
413,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_408.png
417,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_414.png
418,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_415.png
427,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_419.png
428,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_420.png
429,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_421.png
430,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_422.png
431,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_423.png
432,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_424.png
433,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_425.png
437,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_434.png
438,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_435.png
442,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_439.png
443,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_440.png
448,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_444.png
449,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_445.png
450,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_446.png
458,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_451.png
459,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_452.png
460,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_453.png
461,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_454.png
462,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_455.png
463,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_456.png
470,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_464.png
471,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_465.png
472,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_466.png
473,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_467.png
474,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_468.png
482,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_475.png
483,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_476.png
484,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_477.png
485,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_478.png
486,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_479.png
487,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_480.png
493,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_488.png
494,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_489.png
495,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_491.png
503,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_496.png
504,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_497.png
505,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_498.png
506,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_499.png
507,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_500.png
508,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_501.png
512,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_509.png
513,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_510.png
517,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_514.png
518,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_515.png
522,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_519.png
523,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_520.png
526,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_524.png
531,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_528.png
532,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_529.png
530,Chemistry,Chemical Bonding,../Screenshots/Chemistry/Chemical Bonding\question_530.png
6,Chemistry,Chemical Equilibrium,../Screenshots/Chemistry/Chemical Equilibrium\question_1.png
14,Chemistry,Chemical Equilibrium,../Screenshots/Chemistry/Chemical Equilibrium\question_7.png
15,Chemistry,Chemical Equilibrium,../Screenshots/Chemistry/Chemical Equilibrium\question_8.png
16,Chemistry,Chemical Equilibrium,../Screenshots/Chemistry/Chemical Equilibrium\question_9.png
17,Chemistry,Chemical Equilibrium,../Screenshots/Chemistry/Chemical Equilibrium\question_10.png
18,Chemistry,Chemical Equilibrium,../Screenshots/Chemistry/Chemical Equilibrium\question_11.png
